Sim Time (s),Speed (km/h),Acceleration (m/s²),Distance (m),Lap,Mode,Power (W),Energy Used (Wh),Drag (N),Rolling Resistance (N)
1279.00,37.37,0.92,12181.65,4,performance,2076.12,170.02,11.62,33.35
1280.00,36.42,-0.26,12191.90,4,performance,0.00,170.02,11.03,33.35
1281.00,35.48,-0.26,12201.89,4,performance,0.00,170.02,10.47,33.35
1282.00,34.55,-0.26,12211.61,4,performance,0.00,170.02,9.93,33.35
1283.00,33.61,-0.26,12221.08,4,performance,0.00,170.02,9.40,33.35
1284.00,36.92,0.92,12230.88,4,performance,2050.94,170.54,11.34,33.35
1285.00,35.72,-0.33,12240.96,4,performance,0.00,170.54,10.61,33.35
1286.00,34.53,-0.33,12250.72,4,performance,0.00,170.54,9.92,33.35
1287.00,33.34,-0.33,12260.15,4,performance,0.00,170.54,9.24,33.35
1288.00,36.38,0.84,12269.83,4,performance,2020.96,171.05,11.01,33.35
1289.00,34.84,-0.43,12279.72,4,performance,0.00,171.05,10.10,33.35
1290.00,33.30,-0.43,12289.19,4,performance,0.00,171.05,9.23,33.35
1291.00,36.00,0.75,12298.81,4,performance,2000.15,171.56,10.78,33.35
1292.00,34.02,-0.55,12308.54,4,performance,0.00,171.56,9.62,33.35
1293.00,36.27,0.62,12318.30,4,performance,2014.73,172.09,10.94,33.35
1294.00,33.70,-0.71,12328.01,4,performance,0.00,172.09,9.45,33.35
1295.00,35.37,0.46,12337.61,4,performance,1964.73,172.61,10.40,33.35
1296.00,32.32,-0.85,12347.01,4,performance,0.00,172.61,8.69,33.35
1297.00,33.55,0.34,12356.16,4,performance,1863.79,173.11,9.36,33.35
1298.00,34.76,0.34,12365.64,4,performance,1931.19,173.63,10.05,33.35
1299.00,31.72,-0.84,12374.88,4,performance,0.00,173.63,8.37,33.35
1300.00,32.96,0.34,12383.86,4,performance,1831.03,174.12,9.04,33.35
1301.00,0.00,0.34,12389.44,4,performance,0.00,174.62,0.00,33.35
1302.00,3.53,0.98,12389.93,4,performance,196.05,174.62,0.10,33.35
1303.00,7.06,0.98,12391.40,4,performance,391.99,174.68,0.41,33.35
1304.00,10.58,0.98,12393.85,4,performance,587.55,174.79,0.93,33.35
1305.00,14.09,0.97,12397.27,4,performance,782.51,174.95,1.65,33.35
1306.00,17.58,0.97,12401.67,4,performance,976.63,175.17,2.57,33.35
1307.00,21.05,0.97,12407.04,4,performance,1169.66,175.44,3.69,33.35
1308.00,24.50,0.96,12413.36,4,performance,1361.37,175.76,4.99,33.35
1309.00,27.93,0.95,12420.65,4,performance,1551.55,176.14,6.49,33.35
1310.00,31.32,0.94,12428.88,4,performance,1739.97,176.57,8.16,33.35
1311.00,34.68,0.93,12438.04,4,performance,1926.43,177.06,10.00,33.35
1312.00,33.76,-0.26,12447.55,4,performance,0.00,177.06,9.48,33.35
1313.00,37.09,0.92,12457.39,4,performance,2060.32,177.58,11.44,33.35
1314.00,36.14,-0.26,12467.56,4,performance,0.00,177.58,10.86,33.35
1315.00,35.20,-0.26,12477.46,4,performance,0.00,177.58,10.31,33.35
1316.00,34.28,-0.26,12487.11,4,performance,0.00,177.58,9.77,33.35
1317.00,33.36,-0.25,12496.51,4,performance,0.00,177.58,9.26,33.35
1318.00,36.70,0.93,12506.24,4,performance,2038.66,178.09,11.20,33.35
1319.00,35.75,-0.26,12516.30,4,performance,0.00,178.09,10.63,33.35
1320.00,34.82,-0.26,12526.10,4,performance,0.00,178.09,10.09,33.35
1321.00,33.90,-0.26,12535.65,4,performance,0.00,178.09,9.56,33.35
1322.00,37.23,0.92,12545.53,4,performance,2068.20,178.62,11.53,33.35
1323.00,36.28,-0.26,12555.73,4,performance,0.00,178.62,10.95,33.35
1324.00,35.34,-0.26,12565.68,4,performance,0.00,178.62,10.39,33.35
1325.00,34.41,-0.26,12575.37,4,performance,0.00,178.62,9.85,33.35
1326.00,33.50,-0.25,12584.80,4,performance,0.00,178.62,9.33,33.35
1327.00,36.83,0.93,12594.57,4,performance,2046.06,179.13,11.28,33.35
1328.00,35.88,-0.26,12604.67,4,performance,0.00,179.13,10.71,33.35
1329.00,34.95,-0.26,12614.51,4,performance,0.00,179.13,10.16,33.35
1330.00,34.03,-0.26,12624.09,4,performance,0.00,179.13,9.63,33.35
1331.00,37.35,0.92,12634.00,4,performance,2075.24,179.66,11.61,33.35
1332.00,36.40,-0.26,12644.24,4,performance,0.00,179.66,11.02,33.35
1333.00,35.46,-0.26,12654.23,4,performance,0.00,179.66,10.46,33.35
1334.00,34.53,-0.26,12663.95,4,performance,0.00,179.66,9.92,33.35
1335.00,33.62,-0.25,12673.41,4,performance,0.00,179.66,9.40,33.35
1336.00,36.95,0.92,12683.21,4,performance,2052.67,180.18,11.36,33.35
1337.00,36.00,-0.26,12693.35,4,performance,0.00,180.18,10.78,33.35
1338.00,35.07,-0.26,12703.22,4,performance,0.00,180.18,10.23,33.35
1339.00,34.14,-0.26,12712.83,4,performance,0.00,180.18,9.70,33.35
1340.00,37.47,0.92,12722.78,4,performance,2081.52,180.70,11.68,33.35
1341.00,36.51,-0.26,12733.05,4,performance,0.00,180.70,11.09,33.35
1342.00,35.57,-0.26,12743.06,4,performance,0.00,180.70,10.53,33.35
1343.00,34.64,-0.26,12752.81,4,performance,0.00,180.70,9.98,33.35
1344.00,33.73,-0.25,12762.31,4,performance,0.00,180.70,9.46,33.35
1345.00,37.05,0.92,12772.14,4,performance,2058.57,181.22,11.42,33.35
1346.00,36.11,-0.26,12782.30,4,performance,0.00,181.22,10.84,33.35
1347.00,35.17,-0.26,12792.20,4,performance,0.00,181.22,10.29,33.35
1348.00,34.25,-0.26,12801.84,4,performance,0.00,181.22,9.76,33.35
1349.00,33.33,-0.25,12811.23,4,performance,0.00,181.22,9.24,33.35
1350.00,36.67,0.93,12820.95,4,performance,2037.02,181.74,11.18,33.35
1351.00,35.72,-0.26,12831.01,4,performance,0.00,181.74,10.61,33.35
1352.00,34.79,-0.26,12840.80,4,performance,0.00,181.74,10.07,33.35
1353.00,33.87,-0.26,12850.34,4,performance,0.00,181.74,9.54,33.35
1354.00,37.20,0.92,12860.21,4,performance,2066.64,182.26,11.51,33.35
1355.00,36.25,-0.26,12870.41,4,performance,0.00,182.26,10.93,33.35
1356.00,35.31,-0.26,12880.35,4,performance,0.00,182.26,10.37,33.35
1357.00,34.39,-0.26,12890.03,4,performance,0.00,182.26,9.83,33.35
1358.00,33.47,-0.25,12899.45,4,performance,0.00,182.26,9.32,33.35
1359.00,36.80,0.93,12909.21,4,performance,2044.60,182.78,11.27,33.35
1360.00,35.86,-0.26,12919.30,4,performance,0.00,182.78,10.70,33.35
1361.00,34.93,-0.26,12929.13,4,performance,0.00,182.78,10.15,33.35
1362.00,34.00,-0.26,12938.71,4,performance,0.00,182.78,9.62,33.35
1363.00,37.33,0.92,12948.62,4,performance,2073.84,183.30,11.59,33.35
1364.00,36.38,-0.26,12958.85,4,performance,0.00,183.30,11.01,33.35
1365.00,35.44,-0.26,12968.83,4,performance,0.00,183.30,10.45,33.35
1366.00,34.51,-0.26,12978.54,4,performance,0.00,183.30,9.91,33.35
1367.00,33.59,-0.25,12988.00,4,performance,0.00,183.30,9.39,33.35
1368.00,36.92,0.93,12997.80,4,performance,2051.36,183.82,11.34,33.35
1369.00,35.98,-0.26,13007.92,4,performance,0.00,183.82,10.77,33.35
1370.00,35.04,-0.26,13017.78,4,performance,0.00,183.82,10.21,33.35
1371.00,34.12,-0.26,13027.39,4,performance,0.00,183.82,9.68,33.35
1372.00,37.44,0.92,13037.33,4,performance,2080.28,184.35,11.66,33.35
1373.00,36.49,-0.26,13047.60,4,performance,0.00,184.35,11.08,33.35
1374.00,35.55,-0.26,13057.61,4,performance,0.00,184.35,10.51,33.35
1375.00,34.62,-0.26,13067.35,4,performance,0.00,184.35,9.97,33.35
1376.00,33.70,-0.25,13076.84,4,performance,0.00,184.35,9.45,33.35
1377.00,37.03,0.92,13086.67,4,performance,2057.41,184.87,11.41,33.35
1378.00,36.09,-0.26,13096.82,4,performance,0.00,184.87,10.83,33.35
1379.00,35.15,-0.26,13106.72,4,performance,0.00,184.87,10.28,33.35
1380.00,34.23,-0.26,13116.35,4,performance,0.00,184.87,9.74,33.35
1381.00,33.31,-0.25,13125.73,4,performance,0.00,184.87,9.23,33.35
1382.00,36.65,0.93,13135.45,4,performance,2035.92,185.38,11.17,33.35
1383.00,35.70,-0.26,13145.50,4,performance,0.00,185.38,10.60,33.35
1384.00,34.77,-0.26,13155.28,4,performance,0.00,185.38,10.06,33.35
1385.00,33.85,-0.26,13164.82,4,performance,0.00,185.38,9.53,33.35
1386.00,37.18,0.92,13174.68,4,performance,2065.59,185.90,11.50,33.35
1387.00,36.23,-0.26,13184.88,4,performance,0.00,185.90,10.92,33.35
1388.00,35.29,-0.26,13194.81,4,performance,0.00,185.90,10.36,33.35
1389.00,34.37,-0.26,13204.49,4,performance,0.00,185.90,9.82,33.35
1390.00,33.45,-0.25,13213.91,4,performance,0.00,185.90,9.31,33.35
1391.00,36.79,0.93,13223.66,4,performance,2043.61,186.42,11.26,33.35
1392.00,35.84,-0.26,13233.75,4,performance,0.00,186.42,10.68,33.35
1393.00,34.91,-0.26,13243.58,4,performance,0.00,186.42,10.14,33.35
1394.00,33.99,-0.26,13253.14,4,performance,0.00,186.42,9.61,33.35
1395.00,37.31,0.92,13263.05,4,performance,2072.91,186.94,11.58,33.35
1396.00,36.36,-0.26,13273.28,4,performance,0.00,186.94,11.00,33.35
1397.00,35.42,-0.26,13283.25,4,performance,0.00,186.94,10.44,33.35
1398.00,34.49,-0.26,13292.96,4,performance,0.00,186.94,9.90,33.35
1399.00,33.58,-0.25,13302.41,4,performance,0.00,186.94,9.38,33.35
1400.00,36.91,0.93,13312.20,4,performance,2050.49,187.46,11.33,33.35
1401.00,35.96,-0.26,13322.32,4,performance,0.00,187.46,10.76,33.35
1402.00,35.03,-0.26,13332.18,4,performance,0.00,187.46,10.21,33.35
1403.00,34.11,-0.26,13341.79,4,performance,0.00,187.46,9.68,33.35
1404.00,37.43,0.92,13351.72,4,performance,2079.44,187.99,11.65,33.35
1405.00,36.48,-0.26,13361.99,4,performance,0.00,187.99,11.07,33.35
1406.00,35.54,-0.26,13371.99,4,performance,0.00,187.99,10.50,33.35
1407.00,34.61,-0.26,13381.73,4,performance,0.00,187.99,9.96,33.35
1408.00,33.69,-0.25,13391.22,4,performance,0.00,187.99,9.44,33.35
1409.00,37.02,0.92,13401.04,4,performance,2056.62,188.51,11.40,33.35
1410.00,36.07,-0.26,13411.19,4,performance,0.00,188.51,10.82,33.35
1411.00,35.14,-0.26,13421.08,4,performance,0.00,188.51,10.27,33.35
1412.00,34.21,-0.26,13430.71,4,performance,0.00,188.51,9.74,33.35
1413.00,33.30,-0.25,13440.09,4,performance,0.00,188.51,9.22,33.35
1414.00,36.63,0.93,13449.80,4,performance,2035.19,189.02,11.16,33.35
1415.00,35.69,-0.26,13459.85,4,performance,0.00,189.02,10.60,33.35
1416.00,34.76,-0.26,13469.63,4,performance,0.00,189.02,10.05,33.35
1417.00,33.84,-0.26,13479.16,4,performance,0.00,189.02,9.53,33.35
1418.00,37.17,0.92,13489.02,4,performance,2064.89,189.55,11.49,33.35
1419.00,36.22,-0.26,13499.21,4,performance,0.00,189.55,10.91,33.35
1420.00,35.28,-0.26,13509.14,4,performance,0.00,189.55,10.35,33.35
1421.00,34.36,-0.26,13518.81,4,performance,0.00,189.55,9.82,33.35
1422.00,33.44,-0.25,13528.23,4,performance,0.00,189.55,9.30,33.35
1423.00,36.77,0.93,13537.98,4,performance,2042.96,190.06,11.25,33.35
1424.00,35.83,-0.26,13548.07,4,performance,0.00,190.06,10.68,33.35
1425.00,34.90,-0.26,13557.89,4,performance,0.00,190.06,10.13,33.35
1426.00,33.98,-0.26,13567.46,4,performance,0.00,190.06,9.60,33.35
1427.00,37.30,0.92,13577.35,4,performance,2072.28,190.59,11.57,33.35
1428.00,36.35,-0.26,13587.58,4,performance,0.00,190.59,10.99,33.35
1429.00,35.41,-0.26,13597.55,4,performance,0.00,190.59,10.43,33.35
1430.00,34.48,-0.26,13607.26,4,performance,0.00,190.59,9.89,33.35
1431.00,33.57,-0.25,13616.71,4,performance,0.00,190.59,9.37,33.35
1432.00,36.90,0.93,13626.50,4,performance,2049.90,191.10,11.32,33.35
1433.00,35.95,-0.26,13636.61,4,performance,0.00,191.10,10.75,33.35
1434.00,35.02,-0.26,13646.47,4,performance,0.00,191.10,10.20,33.35
1435.00,34.10,-0.26,13656.07,4,performance,0.00,191.10,9.67,33.35
1436.00,37.42,0.92,13666.00,4,performance,2078.89,191.63,11.65,33.35
1437.00,36.47,-0.26,13676.27,4,performance,0.00,191.63,11.06,33.35
1438.00,35.53,-0.26,13686.26,4,performance,0.00,191.63,10.50,33.35
1439.00,34.60,-0.26,13696.00,4,performance,0.00,191.63,9.96,33.35
1440.00,33.68,-0.25,13705.49,4,performance,0.00,191.63,9.44,33.35
1441.00,37.01,0.92,13715.31,4,performance,2056.10,192.15,11.39,33.35
1442.00,36.06,-0.26,13725.45,4,performance,0.00,192.15,10.82,33.35
1443.00,35.13,-0.26,13735.34,4,performance,0.00,192.15,10.26,33.35
1444.00,34.20,-0.26,13744.97,4,performance,0.00,192.15,9.73,33.35
1445.00,33.29,-0.25,13754.34,4,performance,0.00,192.15,9.22,33.35
1446.00,36.62,0.93,13764.06,4,performance,2034.69,192.66,11.16,33.35
1447.00,35.68,-0.26,13774.10,4,performance,0.00,192.66,10.59,33.35
1448.00,34.75,-0.26,13783.88,4,performance,0.00,192.66,10.05,33.35
1449.00,33.83,-0.26,13793.41,4,performance,0.00,192.66,9.52,33.35
1450.00,37.16,0.92,13803.27,4,performance,2064.42,193.19,11.49,33.35
1451.00,36.21,-0.26,13813.46,4,performance,0.00,193.19,10.91,33.35
1452.00,35.27,-0.26,13823.38,4,performance,0.00,193.19,10.35,33.35
1453.00,34.35,-0.26,13833.05,4,performance,0.00,193.19,9.81,33.35
1454.00,33.43,-0.25,13842.47,4,performance,0.00,193.19,9.30,33.35
1455.00,36.77,0.93,13852.22,4,performance,2042.52,193.70,11.24,33.35
1456.00,35.82,-0.26,13862.30,4,performance,0.00,193.70,10.67,33.35
1457.00,34.89,-0.26,13872.12,4,performance,0.00,193.70,10.12,33.35
1458.00,33.97,-0.26,13881.68,4,performance,0.00,193.70,9.60,33.35
1459.00,37.29,0.92,13891.58,4,performance,2071.86,194.23,11.57,33.35
1460.00,36.34,-0.26,13901.81,4,performance,0.00,194.23,10.99,33.35
1461.00,35.40,-0.26,13911.77,4,performance,0.00,194.23,10.43,33.35
1462.00,34.48,-0.26,13921.48,4,performance,0.00,194.23,9.89,33.35
1463.00,33.56,-0.25,13930.93,4,performance,0.00,194.23,9.37,33.35
1464.00,36.89,0.93,13940.71,4,performance,2049.51,194.74,11.32,33.35
1465.00,35.79,-0.30,13950.81,4,performance,0.00,194.74,10.66,33.35
1466.00,34.70,-0.30,13960.60,4,performance,0.00,194.74,10.01,33.35
1467.00,33.60,-0.30,13970.08,4,performance,0.00,194.74,9.39,33.35
1468.00,36.74,0.87,13979.85,4,performance,2040.89,195.26,11.23,33.35
1469.00,35.33,-0.39,13989.86,4,performance,0.00,195.26,10.38,33.35
1470.00,33.92,-0.39,13999.48,4,performance,0.00,195.26,9.57,33.35
1471.00,36.75,0.79,14009.29,4,performance,2041.44,195.79,11.23,33.35
1472.00,34.94,-0.50,14019.25,4,performance,0.00,195.79,10.15,33.35
1473.00,33.13,-0.50,14028.70,4,performance,0.00,195.79,9.13,33.35
1474.00,35.55,0.67,14038.24,4,performance,1975.13,196.30,10.51,33.35
1475.00,33.20,-0.65,14047.79,4,performance,0.00,196.30,9.17,33.35
1476.00,35.09,0.52,14057.27,4,performance,1949.26,196.81,10.24,33.35
1477.00,32.05,-0.84,14066.60,4,performance,0.00,196.81,8.54,33.35
1478.00,33.28,0.34,14075.67,4,performance,1848.68,197.30,9.21,33.35
1479.00,34.49,0.34,14085.08,4,performance,1916.25,197.82,9.90,33.35
1480.00,31.46,-0.84,14094.24,4,performance,0.00,197.82,8.23,33.35
1481.00,32.70,0.34,14103.15,4,performance,1816.45,198.30,8.89,33.35
1482.00,0.00,0.34,14112.93,4,performance,0.00,198.81,0.00,33.35
1483.00,3.53,0.98,14113.42,4,performance,196.05,198.81,0.10,33.35
1484.00,7.06,0.98,14114.89,4,performance,391.99,198.86,0.41,33.35
1485.00,10.58,0.98,14117.34,4,performance,587.55,198.97,0.93,33.35
1486.00,14.09,0.97,14120.76,4,performance,782.51,199.13,1.65,33.35
1487.00,17.58,0.97,14125.16,4,performance,976.63,199.35,2.57,33.35
1488.00,21.05,0.97,14130.52,4,performance,1169.66,199.62,3.69,33.35
1489.00,24.50,0.96,14136.85,4,performance,1361.37,199.95,4.99,33.35
1490.00,27.93,0.95,14144.13,4,performance,1551.55,200.33,6.49,33.35
1491.00,31.32,0.94,14152.36,4,performance,1739.97,200.76,8.16,33.35
1492.00,34.68,0.93,14161.53,4,performance,1926.43,201.24,10.00,33.35
1493.00,33.76,-0.26,14171.03,4,performance,0.00,201.24,9.48,33.35
1494.00,37.09,0.92,14180.87,4,performance,2060.32,201.76,11.44,33.35
1495.00,36.14,-0.26,14191.04,4,performance,0.00,201.76,10.86,33.35
1496.00,35.20,-0.26,14200.95,4,performance,0.00,201.76,10.31,33.35
1497.00,34.28,-0.26,14210.60,4,performance,0.00,201.76,9.77,33.35
1498.00,33.36,-0.25,14220.00,4,performance,0.00,201.76,9.26,33.35
1499.00,36.70,0.93,14229.73,4,performance,2038.66,202.28,11.20,33.35
1500.00,35.75,-0.26,14239.79,4,performance,0.00,202.28,10.63,33.35
1501.00,34.82,-0.26,14249.59,4,performance,0.00,202.28,10.09,33.35
1502.00,33.90,-0.26,14259.13,4,performance,0.00,202.28,9.56,33.35
1503.00,37.23,0.92,14269.01,4,performance,2068.20,202.80,11.53,33.35
1504.00,36.28,-0.26,14279.22,4,performance,0.00,202.80,10.95,33.35
1505.00,35.34,-0.26,14289.17,4,performance,0.00,202.80,10.39,33.35
1506.00,34.41,-0.26,14298.86,4,performance,0.00,202.80,9.85,33.35
1507.00,33.50,-0.25,14308.29,4,performance,0.00,202.80,9.33,33.35
1508.00,36.83,0.93,14318.06,4,performance,2046.06,203.32,11.28,33.35
1509.00,35.88,-0.26,14328.16,4,performance,0.00,203.32,10.71,33.35
1510.00,34.95,-0.26,14337.99,4,performance,0.00,203.32,10.16,33.35
1511.00,34.03,-0.26,14347.57,4,performance,0.00,203.32,9.63,33.35
1512.00,37.35,0.92,14357.49,4,performance,2075.24,203.84,11.61,33.35
1513.00,36.40,-0.26,14367.73,4,performance,0.00,203.84,11.02,33.35
1514.00,35.46,-0.26,14377.71,4,performance,0.00,203.84,10.46,33.35
1515.00,34.53,-0.26,14387.44,4,performance,0.00,203.84,9.92,33.35
1516.00,33.62,-0.25,14396.90,4,performance,0.00,203.84,9.40,33.35
1517.00,36.95,0.92,14406.70,4,performance,2052.67,204.36,11.36,33.35
1518.00,36.00,-0.26,14416.83,4,performance,0.00,204.36,10.78,33.35
1519.00,35.07,-0.26,14426.70,4,performance,0.00,204.36,10.23,33.35
1520.00,34.14,-0.26,14436.32,4,performance,0.00,204.36,9.70,33.35
1521.00,37.47,0.92,14446.26,4,performance,2081.52,204.89,11.68,33.35
1522.00,36.51,-0.26,14456.54,4,performance,0.00,204.89,11.09,33.35
1523.00,35.57,-0.26,14466.55,4,performance,0.00,204.89,10.53,33.35
1524.00,34.64,-0.26,14476.30,4,performance,0.00,204.89,9.98,33.35
1525.00,33.73,-0.25,14485.80,4,performance,0.00,204.89,9.46,33.35
1526.00,37.05,0.92,14495.63,4,performance,2058.57,205.41,11.42,33.35
1527.00,36.11,-0.26,14505.79,4,performance,0.00,205.41,10.84,33.35
1528.00,35.17,-0.26,14515.69,4,performance,0.00,205.41,10.29,33.35
1529.00,34.25,-0.26,14525.33,4,performance,0.00,205.41,9.76,33.35
1530.00,33.33,-0.25,14534.72,4,performance,0.00,205.41,9.24,33.35
1531.00,36.67,0.93,14544.44,4,performance,2037.02,205.92,11.18,33.35
1532.00,35.72,-0.26,14554.49,4,performance,0.00,205.92,10.61,33.35
1533.00,34.79,-0.26,14564.29,4,performance,0.00,205.92,10.07,33.35
1534.00,33.87,-0.26,14573.82,4,performance,0.00,205.92,9.54,33.35
1535.00,37.20,0.92,14583.69,4,performance,2066.64,206.44,11.51,33.35
1536.00,36.25,-0.26,14593.90,4,performance,0.00,206.44,10.93,33.35
1537.00,35.31,-0.26,14603.84,4,performance,0.00,206.44,10.37,33.35
1538.00,34.39,-0.26,14613.52,4,performance,0.00,206.44,9.83,33.35
1539.00,33.47,-0.25,14622.94,4,performance,0.00,206.44,9.32,33.35
1540.00,36.80,0.93,14632.70,4,performance,2044.60,206.96,11.27,33.35
1541.00,35.86,-0.26,14642.79,4,performance,0.00,206.96,10.70,33.35
1542.00,34.93,-0.26,14652.62,4,performance,0.00,206.96,10.15,33.35
1543.00,34.00,-0.26,14662.20,4,performance,0.00,206.96,9.62,33.35
1544.00,37.33,0.92,14672.10,4,performance,2073.84,207.49,11.59,33.35
1545.00,36.38,-0.26,14682.34,4,performance,0.00,207.49,11.01,33.35
1546.00,35.44,-0.26,14692.32,4,performance,0.00,207.49,10.45,33.35
1547.00,34.51,-0.26,14702.03,4,performance,0.00,207.49,9.91,33.35
1548.00,33.59,-0.25,14711.49,4,performance,0.00,207.49,9.39,33.35
1549.00,0.00,0.93,1.21,5,performance,0.00,208.00,0.00,33.35
